,L2_Ls_Rs_0,L2_Ls_Rs_1,L2_Re_Rs_0,L2_Re_Rs_1,L2_Le_Ls_0,L2_Le_Ls_1,L2_Rw_Re_0,L2_Rw_Re_1,L2_Lw_Le_0,L2_Lw_Le_1,L2_Rh_Rs_0,L2_Rh_Rs_1,L2_Lh_Ls_0,L2_Lh_Ls_1,L2_Lh_Rh_0,L2_Lh_Rh_1,L2_Rk_Rh_0,L2_Rk_Rh_1,L2_Lk_Lh_0,L2_Lk_Lh_1,L2_Ra_Rk_0,L2_Ra_Rk_1,L2_La_Lk_0,L2_La_Lk_1
0,0.999895,0.01449123,-0.86193422,0.50702013,0.90618314,0.42288547,None,None,None,None,0.10595753,-0.99437066,-0.12899451,-0.99164531,0.0,0.0,0.01098835,-0.99993963,-0.05397526,-0.99854227,-0.02082881,-0.99978306,0.14511419,-0.98941491
1,0.0,0.0,-0.52409743,0.85165832,0.59670277,0.80246234,None,None,None,None,0.13690991,-0.9905835,-0.12899451,-0.99164531,0.0,0.0,0.0,0.0,-0.09292945,-0.9956727,-0.03091305,-0.99952208,0.16439899,-0.98639392
2,0.0,0.0,-0.11043153,0.99388373,0.16439899,0.98639392,None,None,None,None,0.13582625,-0.99073267,-0.11309093,-0.99358464,0.99965392,0.02630668,0.0,0.0,-0.13456727,-0.99090446,-0.0531164,-0.99858833,0.10202887,-0.99478144
3,0.99988168,0.0153828,-0.23635158,0.9716676,0.16439899,0.98639392,None,None,None,None,0.12899451,-0.99164531,-0.09709996,-0.99527463,0.99963497,0.02701716,-0.0106377,-0.99994342,-0.17666406,-0.98427121,-0.06651901,-0.99778516,0.0766965,-0.99705449
4,0.99705449,0.0766965,-0.52409743,0.85165832,0.2524219,0.96761727,None,None,None,None,0.15388273,-0.98808912,-0.08038419,-0.99676396,0.99654576,0.08304548,-0.0113629,-0.99993544,-0.21828984,-0.97588398,-0.02324953,-0.99972969,0.06479859,-0.99789836
5,0.99696214,0.07788767,-0.86450719,0.50262046,0.57346234,0.81923192,None,None,None,None,0.18237319,-0.98322938,-0.08038419,-0.99676396,0.98724112,0.15923244,-0.07210101,-0.99739734,-0.24557562,-0.96937744,0.22762937,-0.97374785,0.10333986,-0.99464611
6,0.9964283,0.08444308,-0.97913384,-0.20321646,0.99612985,-0.08789381,None,None,None,None,0.1604938,-0.98703685,-0.08836268,-0.99608837,0.98994949,0.14142136,-0.09594092,-0.99538703,None,None,0.4472136,-0.89442719,None,None
7,0.99928876,0.03770901,-0.85165832,-0.52409743,0.84481908,-0.53505208,None,None,None,None,0.11219044,-0.99368672,-0.11400591,-0.99348007,0.98744063,0.1579905,-0.10910093,-0.99403068,None,None,0.68738482,-0.7262934,None,None
8,0.99420705,-0.10748184,-0.26471698,-0.96432615,0.28580512,-0.95828776,None,None,None,None,0.01587102,-0.99987405,-0.13436367,-0.99093209,0.97854978,0.20601048,-0.06479859,-0.99789836,None,None,0.76012134,-0.64978115,None,None
9,0.70710678,-0.70710678,-0.019996,-0.99980006,None,None,None,None,None,None,-0.02541552,-0.99967697,-0.06293804,-0.99801744,0.89442719,0.4472136,-0.08112705,-0.99670377,None,None,0.73569822,-0.67730947,None,None
10,-0.19611614,-0.98058068,0.01694672,-0.99985639,None,None,None,None,None,None,-0.06707549,-0.9977479,-0.08662962,-0.99624059,-0.9486833,-0.31622777,0.04592849,-0.99894473,None,None,0.63108747,-0.77571168,None,None
11,-0.99340894,-0.11462411,0.09053575,-0.99589321,None,None,None,None,None,None,-0.10289915,-0.99469179,0.0,0.0,-0.9974587,-0.07124705,-0.02272141,-0.99974184,None,None,0.5276832,-0.84944125,None,None
12,-0.99846035,-0.05547002,0.03276928,-0.99946294,None,None,None,None,None,None,-0.15138797,-0.98847442,0.06408816,-0.99794424,-0.99944491,-0.03331483,-0.12403473,-0.99227788,None,None,0.38921671,-0.92114622,None,None
13,-0.99959209,-0.02855977,0.16990692,-0.98546012,None,None,None,None,None,None,-0.16871734,-0.98566448,0.11736504,-0.99308884,-0.99965392,-0.02630668,-0.07929498,-0.9968512,None,None,0.28,-0.96,None,None
14,-0.99962491,-0.02738698,0.10844751,-0.99410218,None,None,None,None,None,None,-0.1944164,-0.98091909,0.08228878,-0.99660853,0.0,0.0,-0.0448985,-0.99899155,None,None,0.23337295,-0.9723873,None,None
15,-0.9999087,-0.01351228,0.03996804,-0.99920096,None,None,None,None,None,None,-0.18589167,-0.98257025,0.09053575,-0.99589321,0.0,0.0,-0.06802389,-0.99768369,None,None,0.15398542,-0.98807312,None,None
16,-0.99915663,0.04106123,0.02040391,-0.99979182,None,None,None,None,None,None,-0.17732476,-0.98415239,0.09604515,-0.99537698,0.0,0.0,-0.03259137,-0.99946876,-0.0113629,-0.99993544,0.11759934,-0.99306112,0.0,0.0
17,-0.99990619,0.01369735,-0.02324953,-0.99972969,None,None,None,None,None,None,-0.15730876,-0.98754947,0.11429041,-0.99344738,-0.99971667,0.02380278,-0.0531164,-0.99858833,0.07586767,-0.9971179,0.05397526,-0.99854227,0.14142136,-0.98994949
18,-0.99989189,0.01470429,-0.32432432,-0.94594595,None,None,None,None,None,None,-0.13780308,-0.99045965,0.11232805,-0.99367118,-0.99967143,0.0256326,-0.09632419,-0.99535001,0.13699398,-0.99057188,-0.01351228,-0.9999087,0.16632522,-0.98607095
19,-0.99955476,0.02983746,-0.58430473,-0.81153434,None,None,None,None,None,None,-0.12610386,-0.99201704,0.11684125,-0.9931506,-0.99965392,0.02630668,-0.12543811,-0.99210145,0.2043838,-0.97889083,-0.06741386,-0.9977251,0.1606756,-0.98700727
20,-0.99827437,0.05872202,-0.4472136,-0.89442719,None,None,None,None,None,None,-0.10595753,-0.99437066,0.11821289,-0.99298827,0.0,0.0,-0.04440061,-0.99901381,0.25020701,-0.96819236,-0.23227468,-0.97265023,0.1298438,-0.99153446
21,-0.99915663,0.04106123,-0.3222638,-0.94664991,None,None,None,None,None,None,-0.13003404,-0.99150953,0.11821289,-0.99298827,-0.99971667,-0.02380278,0.06173767,-0.99809241,0.2329898,-0.97247918,-0.41665471,-0.90906482,0.16039607,-0.98705273
22,-0.99990619,0.01369735,-0.10468478,-0.99450545,None,None,None,None,None,None,-0.1310903,-0.99137043,0.12203191,-0.99252618,0.0,0.0,0.09145189,-0.9958095,0.22414769,-0.97455519,-0.2544933,-0.96707454,0.1584659,-0.98736445
23,0.0,0.0,0.08169324,-0.99665752,None,None,None,None,None,None,-0.12203191,-0.99252618,0.12009227,-0.99276273,-0.99886814,-0.04756515,0.0113629,-0.99993544,0.20551723,-0.9786535,0.22337616,-0.97473232,0.18208926,-0.983282
24,-0.99915663,-0.04106123,0.17469122,-0.98462327,None,None,0.43474907,0.90055164,None,None,-0.12302523,-0.99240354,0.12899451,-0.99164531,-0.99298827,-0.11821289,-0.09480909,-0.99549547,0.2019378,-0.97939835,0.34938245,-0.9369802,0.22314368,-0.97478556
25,-0.99766257,-0.06833305,0.31622777,-0.9486833,None,None,0.54865644,0.83604791,None,None,-0.13003404,-0.99150953,0.13801084,-0.99043072,-0.99227788,-0.12403473,-0.22061725,-0.97536046,0.20810764,-0.97810593,0.32340548,-0.94626048,0.24253563,-0.9701425
26,-0.9985808,-0.05325764,0.54447101,-0.83877966,None,None,0.39872611,0.91707006,None,None,-0.12105438,-0.99264588,0.15388273,-0.98808912,-0.99733372,-0.07297564,-0.31622777,-0.9486833,0.18065152,-0.98354717,0.27852445,-0.96042914,0.2216211,-0.97513286
27,-0.99965392,-0.02630668,0.71537618,-0.69873952,-0.6312714,-0.775562,0.35521776,0.93478358,None,None,-0.14032982,-0.99010481,0.17200102,-0.98509677,-0.99961442,-0.02776707,-0.30441939,-0.9525381,0.16924013,-0.98557485,0.1227754,-0.99243448,0.38613809,-0.92244099
28,-0.99991568,0.01298592,0.787505,-0.61630826,-0.76193932,-0.64764842,0.1674147,0.98588656,None,None,-0.1755265,-0.98447471,0.18290792,-0.98313005,-0.99944491,0.03331483,-0.30441939,-0.9525381,0.18065152,-0.98354717,0.06780476,-0.99769861,0.45970712,-0.88807058
29,-0.99910851,0.04221585,0.72299069,-0.69085777,-0.68719985,-0.72646842,-0.05872202,0.99827437,-0.6747692,0.73802881,-0.19905992,-0.97998732,0.17421743,-0.98470721,-0.99896854,0.04540766,-0.2564347,-0.96656156,0.1227754,-0.99243448,0.10468478,-0.99450545,0.5051792,-0.86301447
30,-0.99944491,0.03331483,0.29639921,-0.95506414,-0.6,-0.8,-0.80355719,0.59522755,-0.84481908,0.53505208,-0.20039624,-0.97971493,0.13612556,-0.99069159,-0.98058068,0.19611614,-0.21486178,-0.97664447,-0.02104797,-0.99977847,0.17796413,-0.98403697,0.61174764,-0.79105298
31,-0.99062113,0.1366374,-0.09417419,-0.99555574,None,None,-0.98495702,0.17279948,None,None,-0.12585689,-0.99204841,0.0,0.0,-0.9486833,0.31622777,-0.18245222,-0.98321472,-0.15205718,-0.9883717,0.20016641,-0.97976191,0.66954252,-0.74277373
32,-0.91914503,0.3939193,-0.2228248,-0.97485851,None,None,-0.99931483,0.03701166,None,None,-0.11517052,-0.99334574,-0.08853979,-0.99607264,-0.4472136,0.89442719,-0.08391352,-0.99647304,None,None,0.20016641,-0.97976191,None,None
33,-0.8,0.6,-0.23560003,-0.97185011,None,None,-0.94299033,0.33282012,None,None,-0.08750093,-0.99616444,-0.07616698,-0.99709508,-0.27472113,0.96152395,-0.06959826,-0.9975751,None,None,0.20039624,-0.97971493,None,None
34,0.97854978,0.20601048,-0.60196378,-0.79852339,None,None,-0.0256326,0.99967143,None,None,-0.04407478,-0.99902823,-0.18154748,-0.98338218,0.09950372,0.99503719,-0.01868832,-0.99982536,None,None,0.17378533,-0.98478356,None,None
35,0.99726775,-0.07387169,-0.57008155,-0.82158811,None,None,0.10468478,0.99450545,None,None,0.10883862,-0.99405943,-0.26443335,-0.96440396,0.48564293,0.87415728,-0.01868832,-0.99982536,None,None,0.14614123,-0.98926374,None,None
36,0.99410218,-0.10844751,-0.47165225,-0.88178464,None,None,None,None,None,None,0.08181435,-0.99664759,-0.22722962,-0.97384121,0.89442719,0.4472136,0.00943354,-0.9999555,None,None,0.16091864,-0.98696767,None,None
37,0.96901454,-0.24700371,-0.26658605,-0.96381112,None,None,None,None,None,None,0.12773293,-0.9918086,-0.18116243,-0.98345319,0.93334561,0.35897908,-0.0388057,-0.99924678,None,None,0.19222343,-0.98135119,None,None
38,0.94634986,-0.32314385,-0.46961297,-0.88287239,None,None,None,None,None,None,0.07728751,-0.99700885,-0.18752243,-0.98226032,0.89442719,0.4472136,-0.0388057,-0.99924678,None,None,0.18428854,-0.98287219,None,None
39,0.99805258,0.06237829,-0.41380294,-0.91036648,None,None,None,None,None,None,0.02630668,-0.99965392,-0.0725357,-0.99736582,0.70710678,0.70710678,-0.02911387,-0.9995761,None,None,0.18245222,-0.98321472,None,None
40,-0.9486833,0.31622777,-0.5248887,-0.85117087,None,None,None,None,None,None,-0.07000328,-0.99754676,-0.04499942,-0.99898701,0.0,0.0,-0.04848659,-0.99882383,None,None,0.18065152,-0.98354717,None,None
41,-0.99705449,-0.0766965,-0.40474711,-0.91442866,None,None,None,None,None,None,-0.16849612,-0.98570232,0.00892822,-0.99996014,-0.85749293,0.51449576,-0.03918557,-0.99923195,None,None,0.16274927,-0.98666746,None,None
42,-0.99589321,-0.09053575,0.11982016,-0.99279561,None,None,None,None,None,None,-0.15079799,-0.9885646,0.05972227,-0.99821503,-0.9701425,-0.24253563,-0.0388057,-0.99924678,None,None,0.15437688,-0.98801203,None,None
43,-0.99944491,-0.03331483,0.17579064,-0.98442758,None,None,None,None,None,None,-0.19131492,-0.98152871,0.14026613,-0.99011384,-0.98058068,-0.19611614,-0.06780476,-0.99769861,None,None,0.13419187,-0.99095537,None,None
44,-0.99987405,0.01587102,0.5002776,-0.86586507,None,None,None,None,None,None,-0.14955924,-0.98875277,0.15145814,-0.98846367,-0.9883717,-0.15205718,-0.14980538,-0.9887155,None,None,0.17437044,-0.98468013,None,None
45,-0.99986995,0.01612693,0.79178226,-0.61080345,None,None,0.14142136,0.98994949,None,None,-0.13216372,-0.9912279,0.16567822,-0.98617987,-0.98744063,-0.1579905,-0.21584204,-0.97642829,None,None,0.22253705,-0.97492423,None,None
46,-0.99954118,0.03028913,0.79041505,-0.61257167,None,None,-0.18807227,0.98215519,None,None,-0.13216372,-0.9912279,0.17200102,-0.98509677,-0.98994949,-0.14142136,-0.24493622,-0.96953919,None,None,0.24504164,-0.96951256,None,None
47,-0.99988524,0.01514978,0.54325128,-0.83957016,None,None,-0.38461538,0.92307692,None,None,-0.13801084,-0.99043072,0.14910792,-0.98882093,-0.99503719,-0.09950372,-0.23766977,-0.97134601,None,None,0.25020701,-0.96819236,None,None
48,-0.99986114,0.01666435,0.37139068,-0.92847669,None,None,-0.97280621,0.23162053,None,None,-0.14596087,-0.98929036,0.11130408,-0.9937864,-0.9974587,-0.07124705,-0.24493622,-0.96953919,None,None,0.25501629,-0.96693676,None,None
49,-0.99866498,-0.05165509,0.23002545,-0.97318461,None,None,-0.42288547,-0.90618314,None,None,-0.15266093,-0.98827863,0.07417526,-0.99724522,-0.99944491,-0.03331483,-0.27074558,-0.96265094,None,None,0.27881019,-0.96034623,None,None
50,-0.98994949,-0.14142136,0.13216372,-0.9912279,None,None,-0.22485951,-0.9743912,None,None,-0.19461884,-0.98087895,0.03359447,-0.99943555,-0.99931483,-0.03701166,-0.26815606,-0.96337549,None,None,0.32536391,-0.94558888,None,None
51,-0.98879909,-0.14925269,0.11043153,-0.99388373,None,None,-0.1221552,-0.99251101,None,None,-0.21530182,-0.97654755,-0.01694672,-0.99985639,-0.99931483,0.03701166,-0.27338356,-0.96190511,None,None,0.37312874,-0.92777958,None,None
52,-0.98920346,-0.14654866,0.14142136,-0.98994949,None,None,-0.03123475,-0.99951208,None,None,-0.20364147,-0.97904553,-0.03446228,-0.999406,-0.99951208,0.03123475,-0.27607131,-0.96113716,None,None,0.3853353,-0.92277663,None,None
53,-0.99303524,-0.11781774,0.1668583,-0.98598089,None,None,0.01639124,-0.99986565,None,None,-0.21275678,-0.97710519,0.00869532,-0.99996219,-0.99792531,0.06438228,-0.24504164,-0.96951256,None,None,0.39029283,-0.92069078,None,None
54,-0.99714269,-0.07554111,0.20209153,-0.97936664,None,None,0.08444308,-0.9964283,None,None,-0.21008086,-0.97768401,0.0693975,-0.99758909,-0.99951208,0.03123475,-0.19392196,-0.98101696,None,None,0.34700888,-0.93786184,None,None
55,-0.99958018,-0.02897334,0.19002191,-0.98177985,None,None,0.05078185,-0.99870977,None,None,-0.17666406,-0.98427121,0.11232805,-0.99367118,0.0,0.0,-0.11550086,-0.99330738,None,None,0.26815606,-0.96337549,None,None
56,-0.99960349,0.02815784,0.11400591,-0.99348007,None,None,-0.01922721,-0.99981514,None,None,-0.17579064,-0.98442758,0.12084692,-0.99267115,-0.99963497,-0.02701716,-0.09053575,-0.99589321,None,None,0.23498856,-0.97199814,None,None
57,-0.99644829,0.0842069,0.03446228,-0.999406,None,None,-0.18290792,-0.98313005,None,None,-0.18918151,-0.98194213,0.11982016,-0.99279561,-0.99961442,-0.02776707,-0.0448985,-0.99899155,None,None,0.2026056,-0.97926042,None,None
58,-0.99371187,0.11196753,-0.01817881,-0.99983475,None,None,-0.30224386,-0.95323064,None,None,-0.19258762,-0.98127978,0.11137176,-0.99377881,-0.99963497,-0.02701716,-0.02246624,-0.9997476,None,None,0.16803097,-0.98578172,None,None
59,-0.995175,0.09811585,0.0,0.0,None,None,None,None,None,None,-0.17326509,-0.98487523,0.12084692,-0.99267115,0.0,0.0,-0.02246624,-0.9997476,None,None,0.1606756,-0.98700727,None,None
60,-0.99634665,0.08540114,0.05547002,-0.99846035,None,None,None,None,None,None,-0.14393985,-0.98958644,0.13549109,-0.99077857,-0.99965392,-0.02630668,-0.02324953,-0.99972969,None,None,0.14946479,-0.98876705,None,None
61,-0.99634665,0.08540114,0.10653312,-0.99430915,None,None,None,None,None,None,-0.11950771,-0.99283327,0.15333733,-0.9881739,-0.99868766,-0.05121475,-0.02272141,-0.99974184,None,None,0.12543811,-0.99210145,None,None
62,-0.99827437,0.05872202,0.10468478,-0.99450545,None,None,None,None,None,None,-0.11145084,-0.99376995,0.15596257,-0.98776297,-0.99689815,-0.07870249,-0.01111043,-0.99993828,0.14614123,-0.98926374,0.1298438,-0.99153446,0.1490028,-0.98883677
63,-0.99902823,0.04407478,0.1218913,-0.99254346,None,None,None,None,None,None,-0.10132763,-0.99485311,0.16439899,-0.98639392,-0.99689815,-0.07870249,-0.01123525,-0.99993688,0.14778454,-0.98901958,0.11961688,-0.99282013,0.14511419,-0.98941491
64,-0.99902823,0.04407478,0.11982016,-0.99279561,None,None,None,None,None,None,-0.11145084,-0.99376995,0.16439899,-0.98639392,-0.99420705,-0.10748184,-0.0113629,-0.99993544,0.13819603,-0.9904049,0.13295539,-0.99112202,0.14511419,-0.98941491
65,-0.99822262,0.05959538,0.10468478,-0.99450545,None,None,None,None,None,None,-0.10321929,-0.99465862,0.15596257,-0.98776297,-0.99450545,-0.10468478,-0.02298243,-0.99973587,0.13979028,-0.99018113,0.12716432,-0.99188166,0.13045451,-0.9914543
66,-0.99958018,0.02897334,0.08588834,-0.99630477,None,None,None,None,None,None,-0.08460126,-0.99641489,0.18271234,-0.98316642,-0.99188166,-0.12716432,-0.04540766,-0.99896854,0.10408276,-0.99456864,0.13045451,-0.9914543,0.13216372,-0.9912279
67,-0.99910851,0.04221585,0.03446228,-0.999406,None,None,None,None,None,None,-0.09571241,-0.99540903,0.18428854,-0.98287219,-0.99227788,-0.12403473,-0.04540766,-0.99896854,0.08020059,-0.99677874,0.10075055,-0.99491172,0.12878858,-0.99167207
68,-0.99962491,0.02738698,0.03446228,-0.999406,None,None,None,None,None,None,-0.11354659,-0.99353267,0.17732476,-0.98415239,-0.99527463,-0.09709996,-0.03368873,-0.99943237,0.05672669,-0.99838974,0.06479859,-0.99789836,0.1160928,-0.99323837
69,-0.99961442,0.02776707,0.05349472,-0.99856813,None,None,None,None,None,None,-0.13093837,-0.99139051,0.15006687,-0.98867585,-0.99527463,-0.09709996,-0.04440061,-0.99901381,0.04540766,-0.99896854,0.06833305,-0.99766257,0.0518781,-0.99865342
70,-0.99961442,0.02776707,0.07124705,-0.9974587,None,None,None,None,None,None,-0.14788846,-0.98900405,0.14142136,-0.98994949,-0.99719931,-0.07478995,-0.06651901,-0.99778516,0.01123525,-0.99993688,0.05471245,-0.99850215,-0.01333215,-0.99991112
71,-0.99910851,-0.04221585,0.09219821,-0.99574067,None,None,None,None,None,None,-0.1702069,-0.98540835,0.12172946,-0.99256332,-0.99967143,0.0256326,-0.06880209,-0.99763033,0.01123525,-0.99993688,0.04163054,-0.99913307,-0.04050727,-0.99917924
72,-0.99634665,-0.08540114,0.09392259,-0.9955795,None,None,None,None,None,None,-0.17579064,-0.98442758,0.11354659,-0.99353267,-0.99965392,0.02630668,-0.09156771,-0.99579885,-0.01162712,-0.9999324,0.0,0.0,-0.05471245,-0.99850215
73,-0.99489341,-0.10093122,0.09757142,-0.99522853,None,None,None,None,None,None,-0.15730876,-0.98754947,0.10419171,-0.99455723,-0.99968765,0.02499219,-0.06959826,-0.9975751,-0.03527216,-0.99937774,-0.10240005,-0.9947433,-0.06833305,-0.99766257
74,-0.99353267,-0.11354659,0.11684125,-0.9931506,None,None,None,None,None,None,-0.1586781,-0.98733037,0.10619225,-0.99434562,-0.99970269,0.02438299,0.084039,-0.99646247,-0.05941864,-0.99823315,-0.11684125,-0.9931506,-0.09545257,-0.99543398
75,-0.99334574,-0.11517052,0.09950372,-0.99503719,None,None,None,None,None,None,-0.1586781,-0.98733037,0.09480909,-0.99549547,-0.99970269,-0.02438299,0.23695618,-0.97152034,-0.09709996,-0.99527463,0.12033137,-0.99273378,-0.1490028,-0.98883677
76,-0.99489341,-0.10093122,0.13864784,-0.99034175,None,None,None,None,None,None,-0.13158907,-0.99130435,0.11248902,-0.99365297,0.0,0.0,0.32670978,-0.94512471,-0.15473998,-0.98795523,0.36177469,-0.93226556,-0.21693046,-0.97618706
77,-0.99503719,-0.09950372,0.17378533,-0.98478356,None,None,None,None,None,None,-0.07870249,-0.99689815,0.16148857,-0.98687458,-0.9975751,-0.06959826,0.34079932,-0.94013607,-0.22836934,-0.97357457,0.4472136,-0.89442719,-0.2998266,-0.95399372
78,0.0,0.0,0.19611614,-0.98058068,-0.16148857,-0.98687458,None,None,None,None,-0.0635079,-0.99798134,0.18271234,-0.98316642,-0.99768369,-0.06802389,0.31977864,-0.94749228,-0.25997347,-0.96561576,0.34959052,-0.93690259,-0.19884679,-0.98003059
79,-0.99160041,0.12933918,0.18208926,-0.983282,-0.29408585,-0.95577901,None,None,None,None,-0.11145084,-0.99376995,0.14259557,-0.98978104,-0.99875234,-0.04993762,0.31977864,-0.94749228,-0.22762937,-0.97374785,0.29908583,-0.95422621,-0.04993762,-0.99875234
80,-0.97185011,0.23560003,0.12855403,-0.99170251,-0.4472136,-0.89442719,None,None,None,None,-0.14549399,-0.98935914,0.1003315,-0.99495406,-0.99967143,-0.0256326,0.33035042,-0.94385836,-0.16439899,-0.98639392,0.29507307,-0.95547469,-0.08304548,-0.99654576
81,-0.97945704,0.20165292,0.05547002,-0.99846035,-0.47628315,-0.87929197,None,None,None,None,-0.13598002,-0.99071158,0.10202887,-0.99478144,-0.99971667,-0.02380278,0.29491469,-0.95552359,-0.21828984,-0.97588398,0.28362844,-0.95893426,-0.02082881,-0.99978306
82,-0.99109823,0.1331326,0.15711505,-0.98758031,-0.45477716,-0.89060526,None,None,None,None,-0.11354659,-0.99353267,0.11330079,-0.99356073,0.0,0.0,0.29491469,-0.95552359,-0.27472113,-0.96152395,0.27472113,-0.96152395,-0.61964429,-0.78488277
83,-0.99988524,0.01514978,0.17238033,-0.98503047,-0.33871947,-0.94088741,None,None,None,None,-0.12739386,-0.99185221,0.09950372,-0.99503719,0.0,0.0,0.33406799,-0.94254898,-0.37570511,-0.92673927,0.31622777,-0.9486833,-0.638901,-0.76928896
84,-0.99827437,-0.05872202,0.11821289,-0.99298827,-0.28216632,-0.9593655,None,None,None,None,-0.14393985,-0.98958644,0.10419171,-0.99455723,-0.99970269,0.02438299,0.34460378,-0.93874823,-0.44242424,-0.89680588,0.32852062,-0.9444968,-0.55159169,-0.83411426
85,-0.98169157,-0.19047747,0.1473113,-0.98909018,-0.31040178,-0.95060546,None,None,None,None,-0.12933918,-0.99160041,0.10722144,-0.99423516,0.0,0.0,0.33035042,-0.94385836,-0.45196479,-0.89203578,0.35260923,-0.93577066,-0.51649317,-0.85629131
86,-0.9593655,-0.28216632,0.1351132,-0.99083017,-0.36152785,-0.93236131,None,None,0.53966611,-0.84187914,-0.13912943,-0.9902742,0.10934048,-0.99400436,-0.99968765,0.02499219,0.33406799,-0.94254898,-0.44242424,-0.89680588,0.38274033,-0.92385596,-0.49469839,-0.86906473
87,-0.93515945,-0.35422706,0.21440729,-0.97674434,-0.42490714,-0.90523694,None,None,0.6747692,-0.73802881,-0.13582625,-0.99073267,0.10151369,-0.99483414,-0.99967143,0.0256326,0.35501094,-0.93486215,-0.45209443,-0.89197008,0.38745962,-0.92188668,-0.45764343,-0.88913581
88,-0.9113706,-0.41158672,0.34358153,-0.93912285,-0.49026124,-0.87157554,None,None,0.80505584,-0.59319904,-0.13475945,-0.99087834,0.07197777,-0.99740624,0.0,0.0,0.38133092,-0.9244386,-0.43232946,-0.90171572,0.40981492,-0.9121687,-0.45764343,-0.88913581
89,-0.89138513,-0.45324668,0.49613894,-0.86824314,-0.47628315,-0.87929197,None,None,0.89876845,-0.43842363,-0.11043153,-0.99388373,0.07272359,-0.99735213,0.0,0.0,0.39532211,-0.91854256,-0.44229248,-0.89687087,0.40492616,-0.91434939,-0.43659809,-0.89965666
90,-0.88193167,-0.47137727,0.57874701,-0.81550714,-0.4472136,-0.89442719,None,None,0.9688027,-0.24783325,-0.1026298,-0.99471962,0.08479983,-0.99639801,-0.99963497,0.02701716,0.41036468,-0.91192151,-0.42756115,-0.90398643,0.41575976,-0.90947448,-0.44200597,-0.89701211
91,-0.87198379,-0.48953476,None,None,-0.41790561,-0.90849045,None,None,0.98811647,-0.15370701,-0.08836268,-0.99608837,0.08662962,-0.99624059,0.0,0.0,0.41128887,-0.91150506,-0.40728327,-0.91330189,0.41575976,-0.90947448,-0.43690396,-0.89950816
92,-0.85478752,-0.51897813,0.74456944,-0.66754502,-0.34910902,-0.93708211,None,None,0.99975318,-0.02221674,-0.04833055,-0.9988314,0.13073633,-0.99141717,-0.99965392,-0.02630668,0.40199006,-0.91564403,-0.41750017,-0.90867684,0.42148653,-0.90683466,-0.42641923,-0.90452564
93,-0.8479983,-0.52999894,0.79709215,-0.60385769,-0.22903933,-0.97341717,None,None,0.99589321,0.09053575,-0.01612693,-0.99986995,0.17316788,-0.98489232,-0.99861783,-0.05255883,0.40199006,-0.91564403,-0.43232946,-0.90171572,0.41089852,-0.91168109,-0.42641923,-0.90452564
94,-0.85059457,-0.5258221,0.82828341,-0.56030937,-0.17378533,-0.98478356,None,None,0.98215519,0.18807227,0.02438299,-0.99970269,0.21242964,-0.97717636,-0.99689815,-0.07870249,0.40199006,-0.91564403,-0.43719271,-0.89936785,0.41575976,-0.90947448,-0.42148653,-0.90683466
95,-0.85059457,-0.5258221,0.82828341,-0.56030937,-0.11684125,-0.9931506,None,None,0.96,0.28,0.04833055,-0.9988314,0.23766977,-0.97134601,-0.99450545,-0.10468478,0.40613847,-0.91381155,-0.45734801,-0.8892878,0.4314555,-0.90213422,-0.42148653,-0.90683466
96,-0.87415728,-0.48564293,0.88378792,-0.46788772,0.019996,-0.99980006,None,None,0.909688,0.41529235,0.06651901,-0.99778516,0.24493622,-0.96953919,-0.9914543,-0.13045451,0.40613847,-0.91381155,-0.45734801,-0.8892878,0.4314555,-0.90213422,-0.42641923,-0.90452564
97,-0.89442719,-0.4472136,0.92847669,-0.37139068,0.04343722,-0.99905616,None,None,0.92124956,0.38897204,0.0851596,-0.99636732,0.2639764,-0.96452914,-0.9914543,-0.13045451,0.40613847,-0.91381155,-0.45734801,-0.8892878,0.4314555,-0.90213422,-0.42641923,-0.90452564
98,-0.90443159,-0.42661868,0.94594595,-0.32432432,0.19611614,-0.98058068,None,None,0.92996072,0.36765889,0.11232805,-0.99367118,0.27074558,-0.96265094,-0.9883717,-0.15205718,0.39665309,-0.91796859,-0.45734801,-0.8892878,0.43659809,-0.89965666,-0.4314555,-0.90213422
99,-0.9296815,-0.36836437,0.9570244,-0.2900074,0.43474907,-0.90055164,None,None,0.96351791,0.26764386,0.12295375,-0.9924124,0.27215267,-0.96225408,-0.98427121,-0.17666406,0.39665309,-0.91796859,-0.46730733,-0.88409494,0.44184982,-0.89708903,-0.42579704,-0.9048187
100,-0.94088741,-0.33871947,0.97618706,-0.21693046,0.70710678,-0.70710678,None,None,0.95170862,0.30700278,0.17579064,-0.98442758,0.30203467,-0.95329694,-0.98345319,-0.18116243,0.39665309,-0.91796859,-0.45706887,-0.88943131,0.41991699,-0.90756252,-0.46850263,-0.8834621
101,-0.97341717,-0.22903933,0.99837133,-0.05704979,0.79543172,-0.60604322,None,None,0.99388373,0.11043153,0.22551827,-0.97423894,0.34319295,-0.93926492,-0.97854978,-0.20601048,0.37139068,-0.92847669,-0.44229248,-0.89687087,0.40866474,-0.91268458,-0.53600814,-0.84421282
102,-0.98791953,-0.15496777,0.99970269,0.02438299,0.85165832,-0.52409743,None,None,0.88775453,0.46031716,0.27716065,-0.96082359,0.37139068,-0.92847669,-0.9743912,-0.22485951,0.38133092,-0.9244386,-0.33786475,-0.94119467,0.40364021,-0.9149178,-0.60644918,-0.79512225
